merchant,category,job,age,state,city,amt,is_fraud
Beier LLC,entertainment,"Engineer, biomedical",55,OR,Stayton,38.92,0
Botsford and Sons,home,Airline pilot,38,CA,Napa,31.9,0
Bernier and Sons,kids_pets,Musician,41,WA,Burbank,23.98,0
"Armstrong, Walter and Gottlieb",food_dining,Human resources officer,56,NE,Manley,4.36,0
Strosin-Cruickshank,grocery_pos,Television/film/video producer,66,NE,Nelson,171.9,0
Koss and Sons,gas_transport,"Engineer, agricultural",43,MO,Kissee Mills,60.01,0
Zboncak LLC,food_dining,"Therapist, art",35,NM,Moriarty,175.28,0
Hackett-Lueilwitz,grocery_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,54.08,0
Lynch Lt,shopping_pos,Colour technologist,36,OR,Bay City,22.45,0
"Denesik, Powlowski and Pouros",home,Chemical engineer,60,CA,Palmdale,15.55,0
"Little, Gutmann and Lynch",shopping_net,Special educational needs teacher,45,WA,Orient,2.59,0
Corwin-Collins,gas_transport,Tax inspector,35,MO,Rocky Mount,43.59,0
Kautzer and Sons,personal_care,Contractor,42,AZ,Phoenix,49.93,0
"Brown, Homenick and Lesch",health_fitness,Metallurgist,48,NE,Carroll,70.09,0
"Ledner, Hartmann and Feest",health_fitness,Network engineer,67,CO,Kirk,13.85,0
"Schaefer, Maggio and Daugherty",gas_transport,Tax inspector,35,MO,Rocky Mount,62.77,0
Goodwin-Nitzsche,grocery_pos,Dealer,71,NE,Weeping Water,134.97,0
Waters-Cruickshank,health_fitness,"Administrator, education",84,AK,Wales,147.08,0
"Hahn, Douglas and Schowalte",travel,Licensed conveyancer,23,NM,Ruidoso,5.04,0
Kuvalis Lt,gas_transport,"Pilot, airline",35,WY,Laramie,54.99,0
Goyette-Gerhol,kids_pets,Call centre manager,65,CA,Greenview,17.79,0
Veum-Koelpin,travel,Network engineer,67,CO,Kirk,2.58,0
Swift PLC,kids_pets,"Engineer, communications",22,MO,Ballwin,14.27,0
Heller-Abshire,grocery_net,Osteopath,39,WA,Issaquah,51.03,0
Pouros-Haag,shopping_pos,"Therapist, occupational",72,CA,Carlotta,5.61,0
"Huel, Hammes and Witting",grocery_pos,"Nurse, children's",43,NE,North Loup,116.08,0
"Hartmann, Rowe and Hermann",travel,Water engineer,48,CO,Littleton,3.51,0
"Hauck, Dietrich and Funk",kids_pets,Network engineer,67,CO,Kirk,36.82,0
Brown Inc,kids_pets,Intelligence analyst,52,ID,Meridian,75.85,0
Torp-Labadie,gas_transport,Public house manager,49,WA,Burlington,53.32,0
"Parisian, Schiller and Altenwerth",misc_net,Clothing/textile technologist,24,WA,Tekoa,183.21,0
Johns Inc,entertainment,Metallurgist,48,NE,Carroll,78.98,0
"Hintz, Bauch and Smith",health_fitness,Architect,70,MO,Mound City,2.02,0
Bauch-Blan,entertainment,Armed forces training and education officer,64,CA,Port Costa,216.06,0
Wolf Inc,grocery_pos,Tourist information centre manager,48,MO,Meadville,100.98,0
"Moore, Williamson and Emmerich",home,Network engineer,67,CO,Kirk,12.94,0
Erdman-Schaden,personal_care,Architect,70,MO,Mound City,9.76,0
"Bahringer, Schoen and Corkery",shopping_pos,Land/geomatics surveyor,51,MO,Utica,5.32,0
"Ritchie, Oberbrunner and Cremin",travel,Colour technologist,64,MO,Camden,7.24,0
Spencer-Runolfsson,misc_pos,Learning mentor,68,CA,Indian Wells,4.39,0
Weber and Sons,food_dining,Investment analyst,49,MO,Redford,7.76,0
"Altenwerth, Cartwright and Koss",shopping_net,"Designer, exhibition/display",51,CA,Sun City,1653.99,0
"Langosh, Wintheiser and Hyatt",food_dining,Metallurgist,48,NE,Carroll,59.25,0
Kris-Weimann,misc_net,"Engineer, maintenance",67,OR,Gardiner,141.65,0
Kiehn Inc,grocery_pos,Airline pilot,38,CA,Napa,209.57,0
Bins-Tillman,entertainment,Product designer,88,NE,Westerville,37.42,0
Cummings Group,grocery_net,Mental health nurse,45,CO,Dumont,53.31,0
Koss and Sons,gas_transport,Materials engineer,81,WY,Yellowstone National Park,78.59,0
Doyle Lt,grocery_pos,Agricultural consultant,73,MO,Blairstown,125.87,0
Deckow-O'Conne,grocery_pos,Futures trader,30,UT,American Fork,195.89,0
Pagac LLC,shopping_pos,Early years teacher,50,CA,Helm,133.89,0
"Johnson, Runolfsdottir and Maye",misc_net,"Scientist, physiological",59,OR,Eugene,4.93,0
Koepp-Parke,grocery_pos,"Scientist, audiological",60,UT,Mendon,127.29,0
"Douglas, DuBuque and McKenzie",travel,"Engineer, civil (consulting)",57,AK,Huslia,9.02,0
Stamm-Witting,shopping_net,Music therapist,39,WY,Rock Springs,53.21,0
Mayert Group,shopping_pos,"Surveyor, land/geomatics",45,NM,Kirtland Afb,2.34,0
White and Sons,home,Telecommunications researcher,73,NE,Holstein,2.38,0
Schmitt Inc,gas_transport,Architect,70,MO,Mound City,47.68,0
Weber and Sons,food_dining,Intelligence analyst,52,ID,Meridian,105.86,0
"Parisian, Schiller and Altenwerth",misc_net,"Education officer, museum",56,WY,Freedom,252.78,0
Herzog Lt,misc_pos,Civil Service fast streamer,40,CA,Azusa,77.63,0
"Haley, Jewess and Bechtel",shopping_pos,"Engineer, agricultural",43,MO,Kissee Mills,819.52,1
Kuhn Group,food_dining,Counselling psychologist,23,AZ,Phoenix,117.05,0
Rolfson-Kunde,personal_care,Systems analyst,57,OR,Lowell,37.32,0
"Kerluke, Kertzmann and Wiz",misc_net,Retail merchandiser,95,OR,Sixes,166.72,0
Eichmann-Kilback,home,Advertising account planner,41,CA,Glendale,25.1,0
Nader-Helle,misc_net,Osteopath,39,WA,Issaquah,153.63,0
Cartwright PLC,kids_pets,"Scientist, marine",53,CO,Aurora,82.93,0
"Schaefer, Fay and Hilll",entertainment,Wellsite geologist,57,CA,Corona,1.02,0
"Yost, Schamberger and Windle",kids_pets,Investment analyst,49,MO,Redford,36.8,0
Will Lt,food_dining,"Engineer, biomedical",55,OR,Stayton,13.77,0
Kerluke Inc,misc_net,Chemical engineer,60,CA,Palmdale,2.37,0
"Reinger, Weissnat and Strosin",food_dining,Soil scientist,57,CA,Sacramento,110.74,0
Erdman-Kertzmann,gas_transport,"Administrator, education",84,AK,Wales,58.09,0
"Roob, Conn and Tremblay",shopping_pos,Marketing executive,31,CA,Parker Dam,130.43,0
"Eichmann, Bogan and Rodriguez",gas_transport,Further education lecturer,35,CO,Pueblo,40.1,0
Harris Group,food_dining,Intelligence analyst,52,ID,Meridian,110.86,0
Connelly-Carte,home,Petroleum engineer,36,AZ,Superior,27.5,0
"Lesch, D'Amore and Brown",food_dining,"Surveyor, minerals",36,UT,Thompson,139.99,0
Brown PLC,misc_net,Advertising account planner,41,CA,Glendale,9.99,0
Block Group,misc_pos,Clothing/textile technologist,24,WA,Tekoa,132.41,0
"Quitzon, Green and Bashirian",shopping_pos,Magazine features editor,44,CA,Sacramento,4.85,0
Prosacco LLC,personal_care,Metallurgist,48,NE,Carroll,75.61,0
"Dare, Casper and Bartoletti",kids_pets,Product designer,88,NE,Westerville,39.09,0
Gislason Group,misc_pos,Petroleum engineer,36,AZ,Superior,21.2,0
Morissette LLC,entertainment,"Teacher, early years/pre",82,MO,Louisiana,7.41,0
Grimes LLC,entertainment,Learning mentor,68,CA,Indian Wells,12.78,0
"Herman, Treutel and Dickens",misc_net,Systems analyst,57,OR,Lowell,3.46,0
"Cronin, Kshlerin and Webe",health_fitness,"Sales professional, IT",33,UT,Altonah,12.78,0
Abernathy and Sons,food_dining,"Surveyor, land/geomatics",35,NM,Red River,2.96,0
"Lang, Towne and Schuppe",kids_pets,Education administrator,57,CA,Vinton,114.03,0
Lockman Lt,grocery_pos,Materials engineer,81,WY,Yellowstone National Park,111.4,0
Turner LLC,travel,Architectural technologist,62,NM,Llano,3.67,0
Goyette-Gerhol,kids_pets,Colour technologist,64,MO,Camden,16.64,0
Howe PLC,entertainment,"Surveyor, land/geomatics",28,NE,Omaha,10.45,0
Pouros-Haag,shopping_pos,Firefighter,50,CA,Norwalk,8.57,0
"Yost, Block and Koepp",misc_pos,"Civil engineer, contracting",62,CA,Santa Monica,4.42,0
Spinka-Welch,grocery_net,Land/geomatics surveyor,38,MO,Arnold,85.93,0
Price Inc,shopping_net,Intelligence analyst,52,ID,Meridian,175.96,0
"Boehm, Predovic and Reinge",misc_pos,Sales executive,53,CA,Laguna Hills,1068.41,0
Cartwright-Harris,grocery_pos,"Scientist, audiological",94,CA,Fields Landing,151.64,0
Torp-Labadie,gas_transport,Special educational needs teacher,45,WA,Orient,69.58,0
Wolf Inc,grocery_pos,"Surveyor, mining",50,NE,Fullerton,103.45,0
Jacobi Inc,health_fitness,Firefighter,50,CA,Norwalk,9.32,0
"Schoen, Kuphal and Nitzsche",grocery_pos,"Surveyor, minerals",83,NE,Campbell,132.45,0
Volkman-Predovic,shopping_net,"Surveyor, minerals",36,UT,Thompson,7.42,0
Cummings LLC,gas_transport,Licensed conveyancer,23,NM,Ruidoso,51.61,0
Bahringer Group,health_fitness,Health physicist,52,CA,Newhall,74.17,0
"Moore, Williamson and Emmerich",home,"Editor, magazine features",28,CA,Hawthorne,82.85,0
Medhurst Inc,home,Television/film/video producer,66,NE,Nelson,118.84,0
"Huel, Hammes and Witting",grocery_pos,"Nurse, children's",43,NE,North Loup,131.61,0
White and Sons,home,Teaching laboratory technician,38,WA,Vancouver,7.57,0
"Ferry, Lynch and Kautze",misc_net,Health physicist,52,CA,Newhall,80.32,0
Schmidt-Larkin,home,Retail merchandiser,95,OR,Sixes,55.16,0
Ernser-Feest,home,Tax inspector,35,MO,Rocky Mount,7.28,0
"Reilly, Heaney and Cole",gas_transport,"Engineer, biomedical",55,OR,Stayton,70.59,0
"Labadie, Treutel and Bode",shopping_net,Musician,41,WA,Burbank,2.38,0
"Streich, Dietrich and Barton",shopping_net,Naval architect,56,NM,High Rolls Mountain Park,15.81,0
Schmidt and Sons,shopping_net,"Engineer, maintenance",67,OR,Gardiner,7.7,0
Kilback and Sons,entertainment,"Nurse, mental health",75,NE,Roseland,48.15,0
"Stokes, Christiansen and Sipes",grocery_net,Water engineer,48,CO,Littleton,68.01,0
Smith-Stokes,misc_pos,"Engineer, agricultural",43,MO,Kissee Mills,34.4,0
Thiel Lt,travel,Public house manager,49,WA,Burlington,7.84,0
McCullough LLC,misc_pos,Clothing/textile technologist,24,WA,Tekoa,23.63,0
Flatley Group,misc_pos,Chartered public finance accountant,64,CA,San Diego,1.64,0
"Kuhic, Bins and Pfeffe",shopping_net,"Geologist, engineering",66,AZ,Parks,323.65,0
Botsford Lt,shopping_pos,"Lecturer, higher education",30,WY,Riverton,1.25,0
Dibbert and Sons,entertainment,Mental health nurse,45,CO,Dumont,82.46,0
Kihn-Schuste,food_dining,Podiatrist,51,CA,Lakeport,54.31,0
Fisher Inc,shopping_net,Historic buildings inspector/conservation officer,51,NM,Espanola,1.98,0
Bauch-Blan,entertainment,Glass blower/designer,53,MO,Williamsburg,81.02,0
Rolfson-Kunde,personal_care,Osteopath,39,WA,Issaquah,5.62,0
"Kutch, Steuber and Gerhol",food_dining,"Surveyor, minerals",36,UT,Thompson,99.74,0
Nolan-Williamson,kids_pets,Armed forces training and education officer,64,CA,Port Costa,69.41,0
"Heller, Gutmann and Zieme",grocery_pos,Occupational hygienist,63,MO,Saint Louis,111.63,0
Schmeler-Howe,personal_care,Clothing/textile technologist,24,WA,Tekoa,5.34,0
"Yost, Schamberger and Windle",kids_pets,Insurance broker,41,NE,Sutherland,13.94,0
Dibbert and Sons,entertainment,"Editor, magazine features",28,CA,Hawthorne,181.24,0
"Roob, Conn and Tremblay",shopping_pos,Immigration officer,36,CA,Fiddletown,141.03,0
Kassulke Inc,entertainment,Magazine features editor,44,CA,Sacramento,100.24,0
"Welch, Rath and Koepp",entertainment,Musician,41,WA,Burbank,74.76,0
"Schumm, Bauch and Ondrick",grocery_pos,"Editor, magazine features",28,CA,Hawthorne,63.89,0
"Wiza, Schaden and Stark",misc_pos,"Investment banker, corporate",73,MO,Unionville,2.1,0
Kerluke-Abshire,shopping_net,Petroleum engineer,36,AZ,Superior,66.57,0
Schumm PLC,health_fitness,"Solicitor, Scotland",49,NE,Ravenna,77.4,0
Stracke-Lemke,grocery_pos,Production manager,66,ID,Spirit Lake,72.73,0
Eichmann-Russel,misc_pos,Freight forwarder,47,WY,Fort Washakie,32.76,0
Bahringer-Streich,food_dining,Research scientist (physical sciences),42,WY,Lonetree,58.57,0
"Watsica, Haag and Considine",shopping_pos,Sales executive,53,CA,Laguna Hills,2.25,0
Bauch-Blan,entertainment,Call centre manager,65,CA,Greenview,16.47,0
Gislason Group,misc_pos,"Engineer, communications",22,MO,Ballwin,89.85,0
Marvin-Lin,personal_care,Chartered public finance accountant,64,CA,San Diego,15.15,0
Turner LLC,travel,Telecommunications researcher,73,NE,Holstein,2.77,0
Pacocha-O'Reilly,grocery_pos,Learning mentor,68,CA,Indian Wells,80.51,0
Barrows PLC,shopping_pos,Barrister,87,OR,Cascade Locks,5.21,0
Beier and Sons,home,Intelligence analyst,52,ID,Meridian,60.98,0
"Swaniawski, Nitzsche and Welch",health_fitness,"Nurse, children's",43,NE,North Loup,2.46,0
Parker-Kunde,personal_care,Town planner,57,MO,Luray,83.04,0
"Reichert, Huels and Hoppe",shopping_net,Licensed conveyancer,23,NM,Ruidoso,6.62,0
"Tromp, Kerluke and Glove",grocery_net,Tourist information centre manager,48,MO,Meadville,41.09,0
Bednar Inc,travel,Firefighter,50,CA,Norwalk,7.15,0
Donnelly LLC,entertainment,"Engineer, communications",22,MO,Ballwin,30.65,0
"Schuppe, Nolan and Hoege",shopping_pos,Airline pilot,38,CA,Napa,1.78,0
Howe Lt,misc_pos,Comptroller,35,CA,San Diego,7.68,0
Pacocha-Weissnat,kids_pets,Building surveyor,88,AZ,Paradise Valley,53.11,0
Kozey-Kuhlman,personal_care,Charity officer,56,NM,Albuquerque,5.52,0
"Weber, Thiel and Hammes",kids_pets,Physiotherapist,56,HI,Honokaa,153.58,0
Mante Group,misc_net,Insurance broker,41,NE,Sutherland,2.8,0
Kutch-Ferry,home,Counselling psychologist,23,AZ,Phoenix,79.06,0
Cartwright-Harris,grocery_pos,"Research officer, political party",39,WA,Conway,105.71,0
Nader-Helle,misc_net,Chiropodist,56,NE,Sprague,4.78,0
"Nienow, Barrows and Romague",personal_care,Museum/gallery exhibitions officer,31,CO,Colorado Springs,66.98,0
Macejkovic-Lesch,shopping_pos,Production manager,38,MO,Wheaton,5.31,0
Kiehn Inc,grocery_pos,Production manager,38,MO,Wheaton,116.5,0
Torp-Labadie,gas_transport,Futures trader,30,UT,American Fork,62.54,0
Harber Inc,gas_transport,"Engineer, communications",22,MO,Ballwin,58.47,0
Padberg-Saue,home,Television floor manager,66,MO,Cardwell,39.97,0
"Greenholt, Jacobi and Gleason",gas_transport,"Geologist, engineering",66,AZ,Parks,51.82,0
"Heathcote, Yost and Kertzmann",shopping_net,"Lecturer, higher education",30,WY,Riverton,5.1,0
"Bahringer, Bergnaum and Quitzon",home,"Engineer, biomedical",55,OR,Stayton,45.85,0
"Kutch, Hermiston and Farrell",gas_transport,Barrister,87,OR,Cascade Locks,56.57,0
Daugherty LLC,kids_pets,Production manager,38,MO,Wheaton,79.37,0
Halvorson Group,misc_pos,Human resources officer,38,CO,Red Cliff,40.18,0
Collier LLC,home,Historic buildings inspector/conservation officer,51,NM,Espanola,40.81,0
"Koss, Hansen and Lueilwitz",home,Product/process development scientist,50,WY,Lagrange,9.43,0
Botsford PLC,home,"Surveyor, land/geomatics",35,NM,Red River,88.43,0
Langworth LLC,personal_care,Petroleum engineer,36,AZ,Superior,23.95,0
"Mosciski, Gislason and Mertz",grocery_pos,"Civil engineer, contracting",62,CA,Santa Monica,67.31,0
Cruickshank-Mills,entertainment,Further education lecturer,35,CO,Pueblo,127.5,0
Schiller Lt,personal_care,Telecommunications researcher,73,NE,Holstein,62.53,0
"Weimann, Kuhic and Beahan",shopping_pos,"Therapist, occupational",72,CA,Carlotta,320.91,0
Gulgowski LLC,home,Contractor,42,AZ,Phoenix,31.63,0
Herzog Lt,misc_pos,"Civil engineer, contracting",62,CA,Santa Monica,5.84,0
Bauch-Blan,entertainment,"Therapist, occupational",72,CA,Carlotta,25.69,0
Dicki Lt,grocery_net,Hotel manager,36,CO,Arvada,32.34,0
Padberg-Rogahn,entertainment,Insurance broker,41,NE,Sutherland,64.66,0
"Lind, Huel and McClure",gas_transport,Research scientist (maths),95,NE,Howells,50.07,0
"Olson, Becker and Koch",gas_transport,"Engineer, building services",60,OR,Portland,73.76,0
Bode-Schuste,kids_pets,Investment analyst,49,MO,Redford,5.07,0
"Swift, Bradtke and Marquardt",grocery_net,Tourist information centre manager,48,MO,Meadville,48.2,0
Romaguera Lt,health_fitness,Counsellor,35,MO,Kansas City,54.59,0
"Lang, Towne and Schuppe",kids_pets,Barista,49,CA,Oakland,115.6,0
Reilly LLC,home,Product/process development scientist,50,WY,Lagrange,5.08,0
Zemlak Group,misc_net,IT consultant,34,NM,Crownpoint,3.88,0
Stamm-Rodriguez,misc_pos,Insurance broker,44,UT,Woods Cross,16.18,0
Kuphal-Bartoletti,misc_net,Museum/gallery exhibitions officer,31,CO,Colorado Springs,54.52,0
"Okuneva, Schneider and R",shopping_pos,Health physicist,52,CA,Newhall,7.26,0
Gerlach Inc,shopping_net,"Education officer, museum",56,WY,Freedom,6.64,0
Gleason and Sons,kids_pets,Research scientist (maths),95,NE,Howells,69.11,0
Gerlach Inc,shopping_net,"Therapist, occupational",72,CA,Carlotta,141.26,0
Corwin-Gorczany,misc_net,"Engineer, automotive",49,NE,Hooper,4.77,0
"Durgan, Gislason and Spence",home,Tourist information centre manager,48,MO,Meadville,82.41,0
Larson-Moen,entertainment,"Therapist, art",35,NM,Moriarty,81.13,0
"Monahan, Bogisich and Ledne",misc_pos,Nature conservation officer,61,ID,Malad City,61.89,0
"Reichert, Shanahan and Hayes",shopping_net,"Engineer, automotive",49,NE,Hooper,9.68,0
"Larkin, Stracke and Greenfelde",entertainment,"Pilot, airline",35,WY,Laramie,38.81,0
"Bradtke, Torp and Bahringe",personal_care,Chartered public finance accountant,64,CA,San Diego,23.15,0
"Turner, Ziemann and Lehne",food_dining,Product designer,88,NE,Westerville,4.69,0
Weber and Sons,food_dining,Production manager,38,MO,Wheaton,80.54,0
Gleason and Sons,kids_pets,Advertising account planner,41,CA,Glendale,37.55,0
"Lesch, D'Amore and Brown",food_dining,Barista,49,CA,Oakland,60.19,0
Kihn-Schuste,food_dining,Network engineer,67,CO,Kirk,243.64,0
"Hauck, Dietrich and Funk",kids_pets,Occupational psychologist,69,CA,Tomales,110.29,0
Will Lt,food_dining,Metallurgist,48,NE,Carroll,56.44,0
"Hintz, Bauch and Smith",health_fitness,Occupational psychologist,69,CA,Tomales,32.09,0
Reilly LLC,home,"Teacher, early years/pre",82,MO,Louisiana,31.95,0
Kiehn Inc,grocery_pos,Petroleum engineer,36,AZ,Superior,208.09,0
Bogisich Inc,grocery_pos,Occupational psychologist,69,CA,Tomales,113.45,0
Champlin and Sons,home,"Journalist, newspaper",64,CA,Los Angeles,108.49,0
"Schneider, Hayes and Nikolaus",food_dining,Building surveyor,88,AZ,Paradise Valley,128.63,0
"Tillman, Fritsch and Schmitt",misc_net,TEFL teacher,67,NM,Kirtland,902.71,1
"Kutch, Steuber and Gerhol",food_dining,"Solicitor, Scotland",49,NE,Ravenna,51.0,0
Hermann and Sons,shopping_pos,Geoscientist,26,CA,San Jose,2.95,0
"Terry, Johns and Bins",misc_pos,Human resources officer,38,CO,Red Cliff,37.81,0
Dare-Gibson,health_fitness,Health physicist,52,CA,Newhall,61.47,0
"Durgan, Gislason and Spence",home,Public relations account executive,84,CO,Meredith,6.28,0
Huels-Hahn,gas_transport,Retail merchandiser,95,OR,Sixes,67.03,0
Reilly and Sons,health_fitness,Clothing/textile technologist,24,WA,Tekoa,102.05,0
Beier and Sons,home,Metallurgist,48,NE,Carroll,75.05,0
Connelly PLC,food_dining,Architectural technologist,62,NM,Llano,11.66,0
Bode-Schuste,kids_pets,"Investment banker, corporate",73,MO,Unionville,17.24,0
Berge-Ullrich,home,Medical technical officer,54,WA,Monitor,154.32,0
"Bahringer, Bergnaum and Quitzon",home,Geoscientist,26,CA,San Jose,25.35,0
Christiansen-Gusikowski,misc_pos,Public librarian,49,WY,Jelm,31.36,0
Sporer Inc,gas_transport,"Engineer, automotive",49,NE,Hooper,42.65,0
Reynolds-Schinne,misc_pos,"Scientist, research (maths)",32,HI,Paauilo,8.12,0
Gerhold LLC,home,"Nurse, mental health",75,NE,Roseland,10.95,0
"Schaefer, Maggio and Daugherty",gas_transport,Occupational psychologist,69,CA,Tomales,106.63,0
"Koss, McLaughlin and Maye",food_dining,Insurance broker,41,NE,Sutherland,8.16,0
Marvin-Lin,personal_care,"Engineer, automotive",49,NE,Hooper,105.72,0
"O'Reilly, Mohr and Purdy",home,"Surveyor, land/geomatics",35,NM,Red River,58.22,0
Schuppe LLC,entertainment,Petroleum engineer,36,AZ,Superior,77.69,0
"Greenholt, Jacobi and Gleason",gas_transport,Research scientist (physical sciences),42,WY,Lonetree,64.97,0
Harber Inc,gas_transport,"Surveyor, minerals",83,NE,Campbell,35.7,0
"Hills, Hegmann and Schaefe",health_fitness,Web designer,40,CA,Smith River,118.36,0
Eichmann-Kilback,home,Early years teacher,50,CA,Helm,74.66,0
Berge-Hills,kids_pets,"Therapist, art",35,NM,Moriarty,23.75,0
Koepp-Witting,grocery_pos,Architect,70,MO,Mound City,112.58,0
Watsica LLC,personal_care,Barista,49,CA,Oakland,9.37,0
DuBuque LLC,grocery_pos,"Administrator, education",84,AK,Wales,100.43,0
Jewess LLC,shopping_pos,Health physicist,52,CA,Newhall,9.11,0
Koepp-Witting,grocery_pos,"Therapist, occupational",72,CA,Carlotta,113.58,0
Jewess LLC,shopping_pos,"Research officer, political party",39,WA,Conway,7.28,0
