merchant,category,job,age,state,city,amount
Fadel Inc,health_fitness,Advertising account planner,41,CA,Glendale,14.98
Brown PLC,misc_net,Geoscientist,61,UT,Hatch,839.17
Champlin-Caspe,home,Land/geomatics surveyor,51,MO,Utica,79.6
Kuvalis Lt,gas_transport,Firefighter,50,CA,Norwalk,51.69
"Schultz, Simonis and Little",grocery_pos,Firefighter,50,CA,Norwalk,46.54
"Morissette, Weber and Wiegan",grocery_net,Magazine features editor,44,CA,Sacramento,41.15
Cummings LLC,gas_transport,Research scientist (physical sciences),46,OR,Newberg,72.48
Volkman Lt,misc_net,"Editor, magazine features",28,CA,Hawthorne,2.69
Kuhn LLC,misc_net,Health physicist,52,CA,Newhall,174.88
Block Group,misc_pos,"Designer, exhibition/display",51,CA,Sun City,27.88
Cole PLC,grocery_pos,Research scientist (physical sciences),46,OR,Newberg,65.37
Heidenreich PLC,grocery_pos,"Engineer, civil (consulting)",57,AK,Huslia,109.92
Towne LLC,misc_pos,Firefighter,50,CA,Norwalk,3.07
Padberg-Welch,grocery_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,51.92
Cormier LLC,shopping_net,Web designer,40,CA,Smith River,2.08
"Tillman, Dickinson and Labadie",gas_transport,Product designer,88,NE,Westerville,50.43
"Hermiston, Russel and Price",food_dining,Learning mentor,68,CA,Indian Wells,80.62
Hackett-Lueilwitz,grocery_pos,Immigration officer,36,CA,Fiddletown,96.87
O'Hara-Wilderman,food_dining,Naval architect,25,MO,Owensville,6.67
"Rodriguez, Yost and Jenkins",misc_net,Further education lecturer,35,CO,Pueblo,7.56
Brown Inc,kids_pets,Town planner,57,MO,Luray,11.0
Padberg-Welch,grocery_pos,Investment analyst,49,MO,Redford,131.67
Bradtke PLC,grocery_pos,Colour technologist,64,MO,Camden,140.56
Goodwin-Nitzsche,grocery_pos,Insurance broker,44,UT,Woods Cross,214.89
McGlynn-Heathcote,misc_net,Colour technologist,64,MO,Camden,17.55
Stiedemann Lt,food_dining,Research scientist (physical sciences),46,OR,Newberg,79.7
Reichel LLC,personal_care,Public relations account executive,84,CO,Meredith,55.72
Jakubowski Group,food_dining,"Nurse, children's",43,NE,North Loup,4.65
"Kling, Howe and Schneide",home,Clothing/textile technologist,24,WA,Tekoa,88.37
Emard Inc,gas_transport,"Scientist, physiological",59,OR,Eugene,82.07
Lynch Lt,shopping_pos,Armed forces training and education officer,64,CA,Port Costa,19.41
Huels-Nolan,gas_transport,Video editor,67,WA,Ashford,64.47
Ankunding-Carroll,travel,Dealer,47,OR,Athena,478.44
"Reilly, Heaney and Cole",gas_transport,Advertising account planner,41,CA,Glendale,74.92
Barton LLC,kids_pets,Mental health nurse,45,CO,Dumont,48.66
"Romaguera, Wehner and Tromp",kids_pets,"Education officer, museum",56,WY,Freedom,81.72
DuBuque LLC,grocery_pos,"Editor, magazine features",28,CA,Hawthorne,53.14
Quitzon-Goyette,home,"Surveyor, land/geomatics",45,NM,Kirtland Afb,6.11
Volkman Lt,misc_net,"Surveyor, minerals",83,NE,Campbell,6.39
Stark-Batz,entertainment,Immigration officer,36,CA,Fiddletown,82.0
Smith-Stokes,misc_pos,Public librarian,49,WY,Jelm,2.99
"Connelly, Reichert and Fritsch",gas_transport,Naval architect,56,NM,High Rolls Mountain Park,58.55
Runte-Moh,food_dining,Land/geomatics surveyor,38,MO,Arnold,53.74
Pfeffer and Sons,shopping_pos,Web designer,40,CA,Smith River,8.29
"Durgan, Gislason and Spence",home,"Administrator, education",84,AK,Wales,10.41
Champlin and Sons,home,Dealer,47,OR,Athena,81.73
Romaguera Lt,health_fitness,"Engineer, communications",22,MO,Ballwin,12.18
"Klocko, Runolfsdottir and Breitenberg",health_fitness,"Buyer, industrial",32,CA,Daly City,176.87
Pacocha-Bauch,shopping_pos,Soil scientist,57,CA,Sacramento,8.42
Wilkinson PLC,kids_pets,"Therapist, art",35,NM,Moriarty,43.89
"McCullough, Hudson and Schuste",food_dining,Web designer,40,CA,Smith River,67.29
Doyle Lt,grocery_pos,"Lecturer, higher education",30,WY,Riverton,72.4
Boyer-Reichert,shopping_net,Futures trader,30,UT,American Fork,7.31
Nienow PLC,entertainment,Further education lecturer,35,CO,Pueblo,26.22
Strosin-Cruickshank,grocery_pos,Teaching laboratory technician,38,WA,Vancouver,181.68
"Ruecker, Beer and Collie",shopping_net,Armed forces training and education officer,64,CA,Port Costa,6.61
Abbott-Steube,personal_care,"Therapist, occupational",72,CA,Carlotta,100.33
"Okuneva, Schneider and R",shopping_pos,"Scientist, audiological",94,CA,Fields Landing,4.04
"Gutmann, McLaughlin and Wiz",home,Musician,41,WA,Burbank,66.93
"Kutch, Hermiston and Farrell",gas_transport,Health service manager,96,CA,June Lake,63.54
Spinka Inc,grocery_net,"Designer, exhibition/display",51,CA,Sun City,68.98
Pollich LLC,home,Telecommunications researcher,73,NE,Holstein,115.35
Gleason and Sons,kids_pets,Advertising account planner,41,CA,Glendale,208.22
Brown Inc,kids_pets,Geoscientist,61,UT,Hatch,44.39
Cruickshank-Mills,entertainment,Health physicist,52,CA,Newhall,89.03
Conroy Lt,shopping_pos,Cytogeneticist,69,MO,Browning,45.75
Marks Inc,gas_transport,Special educational needs teacher,45,WA,Orient,94.26
Mraz-Herzog,gas_transport,Chemical engineer,60,CA,Palmdale,40.86
Rutherford-Mertz,grocery_pos,Cartographer,57,ID,Mesa,124.69
"Schoen, Kuphal and Nitzsche",grocery_pos,Cartographer,57,ID,Mesa,101.21
Ledner-Pfannerstill,gas_transport,"Research officer, political party",39,WA,Conway,62.0
Fahey Inc,kids_pets,Early years teacher,50,CA,Helm,48.03
Mohr-Baye,shopping_net,Metallurgist,48,NE,Carroll,87.25
Kihn Inc,shopping_pos,"Surveyor, mining",50,NE,Fullerton,9.03
Gibson-Deckow,entertainment,Location manager,33,UT,Moab,168.12
Welch Inc,misc_net,Museum education officer,81,OR,Kent,9.98
"Zemlak, Tillman and Cremin",personal_care,Public librarian,49,WY,Jelm,21.36
Rau and Sons,grocery_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,73.57
"Nitzsche, Kessler and Wol",shopping_pos,Tax inspector,35,MO,Rocky Mount,2.53
Rempel PLC,grocery_net,Historic buildings inspector/conservation officer,51,NM,Espanola,69.86
Ullrich Lt,kids_pets,Petroleum engineer,36,AZ,Superior,9.74
Labadie LLC,personal_care,"Nurse, children's",43,NE,North Loup,48.21
Champlin and Sons,home,Public relations account executive,59,NM,Lamy,1.83
Flatley-Durgan,misc_net,Tourist information centre manager,48,MO,Meadville,119.92
"Kutch, Hermiston and Farrell",gas_transport,Public librarian,49,WY,Jelm,66.68
Wilkinson Lt,entertainment,Metallurgist,48,NE,Carroll,69.03
"Denesik, Powlowski and Pouros",home,Mental health nurse,45,CO,Dumont,85.78
"Lind, Huel and McClure",gas_transport,Magazine features editor,44,CA,Sacramento,95.34
Reilly LLC,home,"Lecturer, higher education",30,WY,Riverton,85.59
"Pouros, Walker and Spence",kids_pets,Museum education officer,81,OR,Kent,5.42
Beier-Hyatt,shopping_pos,Learning mentor,68,CA,Indian Wells,3.43
"Schultz, Simonis and Little",grocery_pos,Chartered public finance accountant,64,CA,San Diego,93.12
Larson-Moen,entertainment,"Therapist, art",35,NM,Moriarty,6.35
Connelly PLC,food_dining,Counsellor,35,MO,Kansas City,186.52
"Lockman, West and Runte",grocery_pos,Production manager,38,MO,Wheaton,90.05
"Schaefer, McGlynn and Bosco",gas_transport,Public relations account executive,59,NM,Lamy,69.69
Hirthe-Beie,health_fitness,Barista,49,CA,Oakland,62.98
Bins-Rice,gas_transport,"Research officer, political party",39,WA,Conway,60.99
"Prosacco, Kreiger and Kovacek",home,Counsellor,35,MO,Kansas City,56.13
Kiehn-Emmerich,grocery_pos,Historic buildings inspector/conservation officer,51,NM,Espanola,75.95
"Turcotte, McKenzie and Koss",entertainment,"Engineer, communications",22,MO,Ballwin,24.42
Pouros-Conroy,shopping_pos,"Scientist, marine",53,CO,Aurora,4.39
"Yost, Schamberger and Windle",kids_pets,Sales executive,53,CA,Laguna Hills,50.51
"Reilly, Heaney and Cole",gas_transport,Systems analyst,57,OR,Lowell,34.71
"Kutch, Hermiston and Farrell",gas_transport,Educational psychologist,42,WY,Manville,73.76
Kirlin and Sons,personal_care,Exercise physiologist,94,MO,Clarksville,44.4
McKenzie-Huels,food_dining,"Lecturer, higher education",30,WY,Riverton,13.8
O'Keefe-Hudson,grocery_pos,"Surveyor, minerals",36,UT,Thompson,128.7
Bednar Group,misc_net,Research scientist (maths),95,NE,Howells,9.18
Daugherty LLC,kids_pets,Architect,70,MO,Mound City,65.07
Gleason-Macejkovic,shopping_net,"Designer, exhibition/display",51,CA,Sun City,47.79
"Schuppe, Nolan and Hoege",shopping_pos,Metallurgist,48,NE,Carroll,136.3
Streich Lt,home,"Nurse, mental health",75,NE,Roseland,17.06
"Ritchie, Oberbrunner and Cremin",travel,Special educational needs teacher,45,WA,Orient,9.48
"Effertz, Welch and Schowalte",entertainment,Health physicist,52,CA,Newhall,22.63
Ebert-Daugherty,travel,Physiotherapist,56,HI,Honokaa,3.15
"Feil, Hilpert and Koss",food_dining,Planning and development surveyor,41,OR,Lake Oswego,74.04
Kerluke Inc,misc_net,Podiatrist,51,CA,Lakeport,2.37
Kutch-Wilderman,home,Product/process development scientist,50,WY,Lagrange,1.6
Greenholt Lt,health_fitness,Clothing/textile technologist,24,WA,Tekoa,21.35
Wolf Inc,grocery_pos,Associate Professor,56,NE,Brainard,127.41
Simonis-Prohask,misc_pos,Clothing/textile technologist,24,WA,Tekoa,120.73
"Hettinger, McCullough and Fay",home,Chartered public finance accountant,64,CA,San Diego,58.69
"Hills, Hegmann and Schaefe",health_fitness,"Lecturer, higher education",30,WY,Riverton,45.03
Barton Inc,grocery_pos,Licensed conveyancer,23,NM,Ruidoso,75.82
"Yost, Schamberger and Windle",kids_pets,Historic buildings inspector/conservation officer,51,NM,Espanola,138.24
Denesik and Sons,shopping_pos,"Lecturer, higher education",30,WY,Riverton,7.12
Dickinson Lt,misc_pos,IT consultant,34,NM,Crownpoint,9.97
Stracke-Lemke,grocery_pos,Local government officer,69,OR,Powell Butte,159.88
Hills-Olson,grocery_net,Metallurgist,48,NE,Carroll,54.42
Kunze Inc,grocery_pos,"Nurse, children's",43,NE,North Loup,70.5
"Schultz, Simonis and Little",grocery_pos,"Solicitor, Scotland",49,NE,Ravenna,95.94
Champlin and Sons,home,"Surveyor, land/geomatics",35,NM,Red River,89.73
Hudson-Grady,shopping_pos,Firefighter,50,CA,Norwalk,6.87
Hudson-Grady,shopping_pos,"Surveyor, mining",50,NE,Fullerton,3.25
Hirthe-Beie,health_fitness,"Surveyor, minerals",83,NE,Campbell,18.39
"Konopelski, Schneider and Hartmann",food_dining,Barista,49,CA,Oakland,30.39
Schmidt and Sons,shopping_net,Musician,41,WA,Burbank,73.57
"Lockman, West and Runte",grocery_pos,"Engineer, production",30,MO,Independence,242.34
"Gutmann, McLaughlin and Wiz",home,Chartered public finance accountant,64,CA,San Diego,11.32
Huel Lt,misc_net,Information systems manager,37,WY,Fort Washakie,9.55
Stracke-Lemke,grocery_pos,"Engineer, communications",22,MO,Ballwin,50.81
Bogisich-Weimann,kids_pets,Systems analyst,77,CA,Grenada,13.61
Shanahan-Lehne,personal_care,Metallurgist,48,NE,Carroll,75.65
DuBuque LLC,grocery_pos,Telecommunications researcher,73,NE,Holstein,98.1
"Baumbach, Feeney and Mo",shopping_net,"Engineer, automotive",49,NE,Hooper,3.13
Grimes LLC,entertainment,Armed forces training and education officer,64,CA,Port Costa,105.73
Koepp-Witting,grocery_pos,Product designer,88,NE,Westerville,127.6
"Dare, Fritsch and Zboncak",health_fitness,Forensic psychologist,62,OR,Westfir,7.01
Rodriguez Group,gas_transport,Investment analyst,49,MO,Redford,56.52
"Dare, Fritsch and Zboncak",health_fitness,Musician,41,WA,Burbank,12.51
Parisian and Sons,gas_transport,"Research officer, political party",39,WA,Conway,38.64
"Heller, Gutmann and Zieme",grocery_pos,Research scientist (maths),95,NE,Howells,118.02
Medhurst PLC,shopping_net,"Education officer, museum",56,WY,Freedom,3.94
Koepp-Parke,grocery_pos,"Therapist, music",35,CA,Mountain Center,86.1
Sporer-Keeble,personal_care,Location manager,33,UT,Moab,10.54
"Baumbach, Strosin and Nicolas",shopping_pos,Public house manager,49,WA,Burlington,3.03
"Huel, Hammes and Witting",grocery_pos,"Engineer, production",30,MO,Independence,187.92
"Nicolas, Hills and McGlynn",entertainment,Counselling psychologist,23,AZ,Phoenix,39.11
"Haley, Jewess and Bechtel",shopping_pos,Human resources officer,38,CO,Red Cliff,120.86
Friesen-Ortiz,personal_care,Electronics engineer,34,MO,Centerview,26.59
Padberg-Saue,home,Freight forwarder,47,WY,Fort Washakie,97.27
Heidenreich PLC,grocery_pos,Petroleum engineer,36,AZ,Superior,164.23
"Bahringer, Osinski and Block",food_dining,"Surveyor, minerals",36,UT,Thompson,10.21
"Baumbach, Feeney and Mo",shopping_net,"Editor, magazine features",28,CA,Hawthorne,830.41
"Raynor, Reinger and Hagenes",gas_transport,Firefighter,50,CA,Norwalk,83.35
Buckridge PLC,misc_pos,Systems analyst,77,CA,Grenada,3.31
Lemke-Gutmann,shopping_net,Product designer,88,NE,Westerville,5.82
Harber Inc,gas_transport,Television/film/video producer,66,NE,Nelson,59.15
Hills-Olson,grocery_net,"Engineer, production",30,MO,Independence,88.16
Friesen Lt,health_fitness,Podiatrist,51,CA,Lakeport,45.95
Hilpert-Conroy,kids_pets,Osteopath,39,WA,Issaquah,63.54
Leannon-W,food_dining,Information systems manager,37,WY,Fort Washakie,3.78
Metz-Boehm,shopping_pos,Research scientist (physical sciences),46,OR,Newberg,9.51
Beier-Hyatt,shopping_pos,Early years teacher,50,CA,Helm,144.07
"Goldner, Kovacek and Abbott",grocery_pos,"Nurse, children's",43,NE,North Loup,90.11
Kihn-Schuste,food_dining,Educational psychologist,42,WY,Manville,57.79
Powlowski-Weimann,food_dining,Osteopath,39,WA,Issaquah,80.61
Corwin-Collins,gas_transport,Intelligence analyst,52,ID,Meridian,44.1
Jewess LLC,shopping_pos,Barista,49,CA,Oakland,900.4
Friesen Inc,shopping_pos,"Designer, exhibition/display",51,CA,Sun City,682.18
Bins-Tillman,entertainment,Airline pilot,38,CA,Napa,39.48
Goldner-Lemke,entertainment,Comptroller,35,CA,San Diego,23.98
Goyette-Herzog,travel,Armed forces training and education officer,64,CA,Port Costa,2.9
Maggio-Fahey,misc_pos,Water engineer,48,CO,Littleton,1.32
"Eichmann, Hayes and Treutel",travel,Education administrator,57,CA,Vinton,1.68
Conroy Lt,shopping_pos,Product designer,88,NE,Westerville,41.11
Schmitt Lt,misc_net,"Civil engineer, contracting",62,CA,Santa Monica,17.55
"Bahringer, Osinski and Block",food_dining,Advertising account planner,41,CA,Glendale,130.68
Donnelly PLC,misc_net,Geoscientist,26,CA,San Jose,2.34
"Dare, Casper and Bartoletti",kids_pets,Cartographer,57,ID,Mesa,39.21
McGlynn-Heathcote,misc_net,Clothing/textile technologist,24,WA,Tekoa,133.42
Bechtelar-Rippin,food_dining,Early years teacher,50,CA,Helm,60.5
Wilkinson LLC,personal_care,Magazine features editor,44,CA,Sacramento,24.23
Mohr Inc,shopping_pos,Clothing/textile technologist,24,WA,Tekoa,174.02
"Kovacek, Dibbert and Ondrick",grocery_pos,Electronics engineer,34,MO,Centerview,121.7
Stiedemann Lt,food_dining,Systems analyst,57,OR,Lowell,39.1
Lesch Lt,shopping_pos,Podiatrist,51,CA,Lakeport,1.02
McKenzie-Huels,food_dining,"Therapist, occupational",72,CA,Carlotta,13.13
Mraz-Herzog,gas_transport,Tax inspector,35,MO,Rocky Mount,39.49
Dare-Marvin,entertainment,Counsellor,35,MO,Kansas City,88.91
"Heathcote, Yost and Kertzmann",shopping_net,Immigration officer,36,CA,Fiddletown,105.81
Bartoletti and Sons,personal_care,Music therapist,39,WY,Rock Springs,40.61
Bashirian Group,shopping_net,"Buyer, industrial",32,CA,Daly City,6.4
Veum-Koelpin,travel,"Editor, magazine features",28,CA,Hawthorne,7.57
"Zieme, Bode and Dooley",gas_transport,"Scientist, audiological",94,CA,Fields Landing,49.06
McKenzie-Huels,food_dining,Armed forces training and education officer,64,CA,Port Costa,32.13
Kutch-Wilderman,home,"Buyer, industrial",32,CA,Daly City,64.79
Crooks and Sons,personal_care,"Surveyor, minerals",83,NE,Campbell,130.99
"Witting, Beer and Ernse",home,"Administrator, local government",50,WY,Alva,86.12
Streich Lt,home,Firefighter,50,CA,Norwalk,5.27
Lind-Buckridge,entertainment,IT consultant,34,NM,Crownpoint,21.18
Volkman PLC,food_dining,Barista,49,CA,Oakland,5.3
Bashirian Group,shopping_net,"Designer, exhibition/display",51,CA,Sun City,59.54
Dickinson Lt,personal_care,Counselling psychologist,23,AZ,Phoenix,5.28
Rippin-VonRueden,health_fitness,Land/geomatics surveyor,51,MO,Utica,11.01
"Heller, Gutmann and Zieme",grocery_pos,Investment analyst,49,MO,Redford,81.83
Heller PLC,health_fitness,Education administrator,57,CA,Vinton,63.11
Lynch Lt,shopping_pos,Contractor,42,AZ,Phoenix,2.91
Effertz LLC,entertainment,"Surveyor, mining",50,NE,Fullerton,50.61
Spinka Inc,grocery_net,Counsellor,35,MO,Kansas City,53.94
Brown Inc,kids_pets,Sales executive,53,CA,Laguna Hills,46.37
Corwin-Gorczany,misc_net,Immigration officer,36,CA,Fiddletown,128.51
Pouros-Haag,shopping_pos,Water engineer,48,CO,Littleton,76.39
Kassulke Inc,entertainment,Freight forwarder,47,WY,Fort Washakie,61.73
"Kovacek, Dibbert and Ondrick",grocery_pos,Chiropodist,56,NE,Sprague,121.97
Friesen Lt,health_fitness,"Designer, exhibition/display",51,CA,Sun City,61.83
Wiza LLC,misc_pos,"Engineer, communications",22,MO,Ballwin,1.47
Heller-Langosh,gas_transport,Land/geomatics surveyor,38,MO,Arnold,40.98
Kulas Group,health_fitness,"Scientist, marine",53,CO,Aurora,67.46
Pollich LLC,home,Information systems manager,37,WY,Fort Washakie,180.33
"Roberts, Ryan and Smith",personal_care,Dealer,47,OR,Athena,75.72
Klein Group,entertainment,Museum/gallery exhibitions officer,31,CO,Colorado Springs,91.89
Cruickshank-Mills,entertainment,"Therapist, art",35,NM,Moriarty,6.09
"Kovacek, Dibbert and Ondrick",grocery_pos,Freight forwarder,47,WY,Fort Washakie,112.02
Marks Inc,gas_transport,"Civil engineer, contracting",62,CA,Santa Monica,56.09
Ruecker-Mayert,kids_pets,Health physicist,52,CA,Newhall,13.27
McDermott-Weimann,grocery_pos,"Therapist, music",35,CA,Mountain Center,74.44
"Herman, Treutel and Dickens",misc_net,Glass blower/designer,53,MO,Williamsburg,75.03
Kuhic Inc,grocery_pos,Further education lecturer,35,CO,Pueblo,56.27
"Altenwerth, Cartwright and Koss",shopping_net,Insurance broker,41,NE,Sutherland,2.72
Johns-Hoege,entertainment,"Engineer, communications",22,MO,Ballwin,203.88
Bins-Tillman,entertainment,"Pilot, airline",35,WY,Laramie,32.93
Terry Lt,home,Firefighter,50,CA,Norwalk,14.37
"Kling, Howe and Schneide",home,"Lecturer, higher education",30,WY,Riverton,38.61
"Lockman, West and Runte",grocery_pos,"Surveyor, minerals",36,UT,Thompson,101.17
Kuvalis Lt,gas_transport,"Surveyor, minerals",36,UT,Thompson,49.89
Erdman-Kertzmann,gas_transport,Tax inspector,35,MO,Rocky Mount,42.0
Denesik and Sons,shopping_pos,Clothing/textile technologist,24,WA,Tekoa,115.17
"Walter, Hettinger and Kessle",personal_care,Contractor,42,AZ,Phoenix,73.04
"Raynor, Reinger and Hagenes",gas_transport,Insurance broker,41,NE,Sutherland,63.99
Boyer-Reichert,shopping_net,Tax inspector,35,MO,Rocky Mount,2.98
Prohaska-Murray,gas_transport,Investment analyst,49,MO,Redford,63.73
Champlin and Sons,home,Building surveyor,88,AZ,Paradise Valley,44.41
"Cronin, Kshlerin and Webe",health_fitness,"Pilot, airline",35,WY,Laramie,71.97
Goyette-Gerhol,kids_pets,"Engineer, automotive",49,NE,Hooper,11.57
Crooks and Sons,personal_care,"Surveyor, land/geomatics",45,NM,Kirtland Afb,48.54
O'Connell-Ullrich,home,"Sales professional, IT",33,UT,Altonah,16.41
Reilly and Sons,health_fitness,"Therapist, art",35,NM,Moriarty,63.08
"Huel, Hammes and Witting",grocery_pos,"Scientist, physiological",59,OR,Eugene,63.45
"Turner, Ziemann and Lehne",food_dining,Metallurgist,48,NE,Carroll,54.03
Dibbert-Green,entertainment,Telecommunications researcher,73,NE,Holstein,1.38
"Medhurst, Cartwright and Ebert",personal_care,Occupational psychologist,69,CA,Tomales,52.0
